# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = clickgraph_model
# start_datetime = 2023-10-18 22:34:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = ../programs/STAN/clickgraph/clickgraph.data.R
# init = 2 (Default)
# random
#   seed = 1276562338 (Default)
# output
#   file = clickgraph.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,simAll,unif.1,unif.2,unif.3,unif.4,unif.5,beta1,beta2
-29.3993,0.934699,0.00441821,10,1023,0,32.6345,0.814481,0.899688,0.496101,0.394274,0.00498935,0.984592,0.421517,0.928299
-29.6433,1,0.00441821,9,511,0,34.9704,0.785677,0.913582,0.857503,0.657386,0.00171217,0.994156,0.632076,0.804495
-21.2294,0.999999,0.00441821,10,1023,0,33.3872,0.207253,0.904372,0.237421,0.439457,0.15456,0.903136,0.463039,0.642135
-19.0176,0.754047,0.00441821,9,511,0,25.387,0.622521,0.61022,0.562439,0.703123,0.175859,0.763787,0.624328,0.52598
-21.1786,0.69046,0.00441821,9,1023,0,23.5629,0.504925,0.842283,0.45131,0.751017,0.0817396,0.625308,0.547951,0.279891
-19.0228,0.752306,0.00441821,9,511,0,22.913,0.621196,0.49749,0.188643,0.254256,0.494687,0.505535,0.5522,0.760531
-20.5496,0.235849,0.00441821,9,767,0,24.8216,0.32626,0.309247,0.239993,0.529375,0.622769,0.332607,0.492043,0.0868922
-21.1984,0.828719,0.00441821,9,511,0,23.6179,0.292725,0.152181,0.460976,0.303878,0.485398,0.927451,0.625485,0.77625
-19.8517,0.838116,0.00441821,9,511,0,21.8597,0.310413,0.173327,0.528785,0.426447,0.766173,0.865408,0.663111,0.366188
-20.1799,0.733923,0.00441821,10,1023,0,22.4356,0.380706,0.238289,0.511759,0.515244,0.0413621,0.404024,0.609537,0.609771
-23.4229,0.858978,0.00441821,8,255,0,24.5435,0.292742,0.238391,0.573337,0.629675,0.0267917,0.666049,0.738522,0.202238
-22.6497,0.729477,0.00441821,9,511,0,27.3584,0.727947,0.957532,0.729511,0.131703,0.0679314,0.716572,0.592143,0.893715
-21.0791,0.378462,0.00441821,9,511,0,26.4475,0.165605,0.247791,0.455642,0.289699,0.480246,0.583293,0.524782,0.21795
-21.6351,0.821995,0.00441821,10,1023,0,23.3417,0.223733,0.120377,0.78904,0.716148,0.514238,0.38873,0.836831,0.75936
-25.432,0.772335,0.00441821,9,511,0,29.3847,0.232852,0.559421,0.0655099,0.68205,0.948996,0.837784,0.277106,0.806532
-23.9248,0.935087,0.00441821,9,1023,0,32.6091,0.212609,0.590597,0.13393,0.601026,0.983082,0.670984,0.303436,0.659479
-25.9154,0.923084,0.00441821,10,1023,0,30.3317,0.41224,0.841884,0.96866,0.355025,0.00221711,0.315346,0.673593,0.809464
-20.9301,0.859463,0.00441821,9,511,0,26.6469,0.393993,0.375686,0.777911,0.408167,0.0289241,0.619862,0.54718,0.426215
-21.5328,0.703983,0.00441821,9,511,0,24.8814,0.461282,0.221224,0.790556,0.503089,0.136776,0.341815,0.655245,0.281809
-23.6269,0.600893,0.00441821,8,511,0,26.5933,0.583293,0.478069,0.80928,0.188563,0.0953388,0.441484,0.793953,0.150959
-24.0178,0.978628,0.00441821,9,1023,0,30.2721,0.0419348,0.942801,0.405486,0.4089,0.783231,0.973075,0.503674,0.569896
-22.8839,0.913278,0.00441821,10,1023,0,28.8926,0.614349,0.0616875,0.555902,0.336836,0.22934,0.0178085,0.627473,0.765696
-20.4238,0.963066,0.00441821,10,1023,0,24.7303,0.564432,0.415183,0.808836,0.648557,0.539521,0.0295022,0.574295,0.703427
-22.7038,0.841873,0.00441821,9,511,0,24.0931,0.538735,0.420477,0.452534,0.229107,0.745086,0.00952047,0.396011,0.264354
-20.9137,0.750887,0.00441821,9,511,0,25.0435,0.353008,0.118205,0.572911,0.614073,0.713768,0.0651031,0.621816,0.75966
-19.8699,0.681707,0.00441821,10,1023,0,23.0908,0.349013,0.30359,0.209546,0.716259,0.566297,0.125128,0.700867,0.392895
-23.6848,0.551193,0.00441821,9,511,0,27.1982,0.0793011,0.202515,0.505134,0.350901,0.475776,0.0944188,0.878776,0.796205
-21.2175,0.73834,0.00441821,9,1023,0,25.6303,0.132229,0.181537,0.466195,0.286798,0.501379,0.852153,0.730557,0.345862
-23.0603,0.999996,0.00441821,10,1023,0,25.4479,0.893529,0.101577,0.549147,0.535117,0.0777005,0.938409,0.464505,0.542002
-20.5124,0.989634,0.00441821,9,511,0,25.3447,0.759808,0.653331,0.194975,0.360011,0.899751,0.104155,0.702038,0.332733
-21.4507,0.180682,0.00441821,10,1023,0,28.067,0.828769,0.494947,0.165269,0.0734403,0.89402,0.183597,0.651263,0.434258
-21.6273,0.578793,0.00441821,10,1023,0,26.1258,0.828927,0.814727,0.531122,0.149406,0.965107,0.595949,0.509128,0.406515
-22.8151,0.514903,0.00441821,10,1023,0,25.4729,0.686734,0.886572,0.431085,0.353413,0.967704,0.857145,0.590109,0.745632
-21.7694,0.999989,0.00441821,9,511,0,26.2445,0.805578,0.755188,0.683368,0.725705,0.87714,0.985032,0.608395,0.1634
-20.8855,0.353538,0.00441821,10,1023,0,24.5445,0.481594,0.283795,0.125873,0.219055,0.106291,0.200345,0.634443,0.317139
-23.9251,0.375921,0.00441821,10,1023,0,25.9445,0.40007,0.794366,0.711262,0.721265,0.924357,0.784859,0.504075,0.144103
-22.6028,0.819855,0.00441821,8,511,0,27.0149,0.446085,0.84563,0.75255,0.677067,0.956268,0.880697,0.503122,0.322566
-21.7942,0.966618,0.00441821,10,1023,0,26.1235,0.888258,0.928402,0.495359,0.490948,0.0551472,0.611747,0.471865,0.671739
-30.3213,0.723829,0.00441821,9,511,0,32.6159,0.93301,0.765599,0.87704,0.13819,0.0342185,0.212238,0.197323,0.977526
-27.3513,1,0.00441821,10,1023,0,33.2931,0.45778,0.970145,0.830933,0.0158231,0.446398,0.738282,0.857262,0.254537
-21.2933,1,0.00441821,9,511,0,28.1202,0.507955,0.931844,0.819871,0.228457,0.718322,0.71557,0.814703,0.423504
-21.733,0.612236,0.00441821,9,511,0,23.3429,0.453557,0.942164,0.725191,0.278119,0.811326,0.699546,0.829718,0.670322
-20.5281,0.621009,0.00441821,9,1023,0,25.6726,0.774263,0.797258,0.477742,0.329127,0.494006,0.0571247,0.629512,0.537064
-20.8849,0.817145,0.00441821,9,1023,0,25.8515,0.725108,0.698421,0.920716,0.131871,0.487904,0.491423,0.710131,0.652757
-20.9472,0.859014,0.00441821,10,1023,0,23.9968,0.1242,0.260603,0.125666,0.537368,0.775698,0.386662,0.394167,0.706326
-27.2153,0.987931,0.00441821,10,1023,0,30.4715,0.0150779,0.735544,0.846299,0.832135,0.279495,0.595607,0.783705,0.941685
-26.4912,0.999999,0.00441821,9,511,0,29.5547,0.0170655,0.812979,0.898548,0.89834,0.328094,0.582933,0.819286,0.880149
-26.2463,0.922518,0.00441821,10,1023,0,31.1436,0.0102182,0.645832,0.345944,0.164121,0.0119299,0.37591,0.747657,0.345879
-32.0584,0.489159,0.00441821,9,511,0,34.2716,0.0123876,0.937578,0.119631,0.665581,0.0141411,0.280174,0.916442,0.902488
-22.3277,0.530687,0.00441821,10,1023,0,38.0019,0.82712,0.325295,0.29868,0.665982,0.400616,0.154168,0.268439,0.703531
-19.7236,1,0.00441821,9,511,0,23.8866,0.663651,0.36358,0.74107,0.301082,0.329259,0.141577,0.503177,0.869226
-20.8091,0.999999,0.00441821,9,511,0,22.3426,0.263205,0.46737,0.294437,0.902844,0.0883003,0.211236,0.612707,0.6542
-19.062,0.717328,0.00441821,9,511,0,22.4419,0.220543,0.539438,0.600061,0.55197,0.210515,0.123506,0.545971,0.674444
-22.5687,0.772535,0.00441821,9,511,0,23.7557,0.196603,0.273945,0.854086,0.400334,0.702876,0.0941805,0.190117,0.795062
-20.1812,0.80968,0.00441821,9,1023,0,23.4785,0.214669,0.525618,0.800599,0.486497,0.389705,0.166609,0.270568,0.735518
-24.0903,0.776544,0.00441821,9,511,0,25.656,0.0337548,0.384243,0.788241,0.91353,0.540818,0.0364987,0.372444,0.6151
-24.5723,0.985933,0.00441821,10,1023,0,26.5779,0.0181557,0.686951,0.83902,0.883892,0.562076,0.042176,0.375677,0.546083
-23.1034,0.579144,0.00441821,9,1023,0,29.8594,0.247173,0.549623,0.732231,0.0727656,0.948943,0.527136,0.310633,0.384925
-26.8268,0.711398,0.00441821,10,1023,0,31.6043,0.610615,0.172109,0.601826,0.0716965,0.0117903,0.0917163,0.257856,0.515802
-24.336,0.818098,0.00441821,9,1023,0,29.5319,0.303444,0.521429,0.156876,0.923477,0.877556,0.893404,0.906228,0.673944
-20.509,0.999998,0.00441821,9,511,0,28.6105,0.301471,0.787869,0.216714,0.694202,0.799539,0.821811,0.762271,0.355697
-22.8187,0.833723,0.00441821,9,511,0,24.3458,0.199489,0.904399,0.0460256,0.209041,0.740919,0.775543,0.648418,0.735309
-21.7595,0.671008,0.00441821,10,1023,0,25.3183,0.305308,0.452872,0.0185509,0.828677,0.351414,0.643008,0.493026,0.381858
-22.9269,0.954891,0.00441821,9,511,0,25.2426,0.371462,0.363826,0.00960264,0.749119,0.123224,0.703802,0.478118,0.396599
-25.4805,0.704752,0.00441821,10,1023,0,28.0685,0.207749,0.76636,0.0247379,0.0884834,0.115479,0.970352,0.692985,0.649654
-20.4184,0.741953,0.00441821,9,1023,0,28.0284,0.752498,0.373559,0.584456,0.923969,0.50423,0.844317,0.709158,0.444975
-20.3002,0.714442,0.00441821,9,1023,0,22.2083,0.644136,0.237478,0.382285,0.152288,0.798799,0.572836,0.402519,0.249915
-19.8564,1,0.00441821,9,511,0,22.1181,0.584169,0.356587,0.355192,0.131936,0.674141,0.46669,0.404823,0.46475
-21.1721,1,0.00441821,9,511,0,22.8589,0.400642,0.404428,0.583158,0.957323,0.197103,0.147241,0.671852,0.879346
-24.0808,0.723318,0.00441821,9,511,0,26.2568,0.319115,0.746772,0.0578238,0.118787,0.890931,0.0395204,0.645587,0.250615
-23.3624,0.999407,0.00441821,10,1023,0,29.4629,0.858919,0.378557,0.449406,0.849325,0.152883,0.982667,0.51169,0.682835
-22.0643,0.758058,0.00441821,9,511,0,27.8323,0.431221,0.518611,0.816017,0.225514,0.58264,0.745226,0.678735,0.1005
-25.8,0.807159,0.00441821,10,1023,0,28.4117,0.995627,0.784002,0.39888,0.774184,0.029913,0.462418,0.481526,0.85432
-23.1047,0.75995,0.00441821,10,1023,0,29.7842,0.578401,0.0702199,0.46819,0.210497,0.0817648,0.464548,0.685886,0.0356713
-24.7661,0.749341,0.00441821,9,1023,0,27.7428,0.680712,0.942814,0.15399,0.714173,0.722929,0.966434,0.540361,0.854037
-23.8268,0.807332,0.00441821,9,1023,0,27.1807,0.268839,0.0708067,0.922484,0.274834,0.0486999,0.180419,0.509952,0.958582
-24.1416,0.394254,0.00441821,9,1023,0,28.2755,0.71742,0.0654267,0.95239,0.194361,0.221977,0.245994,0.432056,0.967714
-22.4277,0.525979,0.00441821,10,1023,0,29.2919,0.355964,0.497973,0.966983,0.555512,0.164048,0.12127,0.628473,0.972064
-24.3066,0.344745,0.00441821,10,1023,0,29.2464,0.563514,0.658603,0.978357,0.45574,0.214232,0.0733813,0.608471,0.988735
-22.6913,0.396284,0.00441821,10,1023,0,26.0513,0.558444,0.763634,0.983799,0.578457,0.19727,0.29085,0.609637,0.978449
-20.1624,0.254829,0.00441821,10,1023,0,28.728,0.349815,0.793983,0.126017,0.671612,0.790032,0.722757,0.539671,0.37965
-22.7625,0.950029,0.00441821,9,511,0,25.4575,0.783671,0.165716,0.947666,0.283673,0.0599223,0.776199,0.656221,0.629622
-22.682,1,0.00441821,8,255,0,23.5268,0.852162,0.173961,0.947669,0.480139,0.0647301,0.797943,0.625225,0.619106
-21.264,0.91571,0.00441821,10,1023,0,25.4055,0.431958,0.602468,0.33323,0.525134,0.914316,0.929235,0.636577,0.256179
-20.4908,0.697471,0.00441821,10,1023,0,24.3715,0.771012,0.570866,0.92638,0.501778,0.281197,0.846143,0.557921,0.611464
-20.6719,0.918244,0.00441821,9,511,0,24.2333,0.613348,0.246377,0.757962,0.0668637,0.317028,0.721136,0.455683,0.445655
-19.5541,0.939358,0.00441821,9,511,0,25.0642,0.410639,0.355121,0.35093,0.676477,0.867627,0.250258,0.649259,0.322224
-22.6686,0.89418,0.00441821,9,511,0,23.5467,0.446483,0.682159,0.190342,0.934545,0.939169,0.632549,0.812401,0.702644
-23.7356,0.594125,0.00441821,10,1023,0,28.2523,0.710463,0.364664,0.479488,0.0394216,0.631766,0.850827,0.530822,0.00651064
-22.3972,0.208573,0.00441821,9,511,0,27.7994,0.705477,0.600774,0.507998,0.109945,0.650576,0.885164,0.597971,0.00950221
-22.9527,0.474447,0.00441821,9,511,0,23.8535,0.713741,0.659819,0.514749,0.0736552,0.691897,0.896627,0.594027,0.0100265
-24.3319,0.73329,0.00441821,9,511,0,25.201,0.772777,0.652815,0.561401,0.0645725,0.540088,0.836311,0.515433,0.00253859
-23.5547,0.530888,0.00441821,9,511,0,26.998,0.799993,0.611459,0.461493,0.087838,0.621161,0.841909,0.459911,0.00680477
-21.8275,0.728113,0.00441821,9,511,0,25.2195,0.517452,0.303899,0.436379,0.181581,0.519554,0.949024,0.554665,0.0102799
-26.4164,0.298846,0.00441821,9,511,0,29.1338,0.905057,0.138856,0.273226,0.832846,0.0470282,0.0944205,0.634898,0.988392
-21.8192,0.91521,0.00441821,9,511,0,28.1295,0.717088,0.555822,0.234203,0.179182,0.0671392,0.221724,0.501266,0.106798
-22.7724,0.599521,0.00441821,10,1023,0,26.2575,0.410374,0.105416,0.0998885,0.626325,0.958619,0.22227,0.710746,0.704349
-25.2929,0.989802,0.00441821,9,511,0,27.7383,0.263261,0.764589,0.023743,0.930736,0.980113,0.502265,0.766051,0.356383
-25.6922,0.562476,0.00441821,10,1023,0,32.1868,0.975961,0.603315,0.297083,0.103154,0.0254781,0.519288,0.30949,0.41134
-22.9364,0.995507,0.00441821,10,1023,0,27.1497,0.137459,0.099688,0.691162,0.89661,0.897094,0.387218,0.842745,0.58387
-23.2392,0.717358,0.00441821,9,511,0,25.4472,0.0787299,0.0360297,0.694574,0.908801,0.699644,0.646264,0.804243,0.556129
-22.7428,0.782372,0.00441821,9,1023,0,25.8953,0.111346,0.0304054,0.611624,0.178255,0.679696,0.48417,0.834026,0.621094
-23.5851,0.867747,0.00441821,10,1023,0,27.2251,0.874761,0.910695,0.346992,0.162899,0.900779,0.1332,0.812423,0.610664
-23.3737,0.336659,0.00441821,9,1023,0,27.3379,0.495927,0.409347,0.507226,0.920304,0.0326323,0.817336,0.321988,0.815286
-22.7144,0.606091,0.00441821,9,1023,0,27.4227,0.375696,0.384192,0.636774,0.922006,0.252596,0.804009,0.291506,0.940955
-19.1393,0.413689,0.00441821,9,511,0,25.7206,0.344225,0.509312,0.469671,0.613744,0.241858,0.753475,0.438684,0.85059
-21.0789,0.865083,0.00441821,9,1023,0,23.2481,0.595119,0.663218,0.151828,0.319246,0.539668,0.111785,0.705856,0.318867
-20.4955,1,0.00441821,9,511,0,22.3026,0.843814,0.362965,0.0758458,0.572574,0.470654,0.768517,0.515085,0.699624
-20.7454,0.286435,0.00441821,9,1023,0,25.4376,0.772407,0.113341,0.430174,0.433908,0.942072,0.454807,0.623272,0.611366
-20.9387,0.983476,0.00441821,9,511,0,21.7614,0.773597,0.0840147,0.398278,0.493373,0.94826,0.501866,0.569716,0.512067
-22.052,0.97949,0.00441821,8,255,0,24.1458,0.771665,0.0578078,0.369057,0.655941,0.970737,0.49783,0.579496,0.562214
-20.7707,0.959622,0.00441821,9,511,0,24.005,0.633154,0.129322,0.22144,0.687714,0.820268,0.11363,0.637795,0.396395
-19.8631,0.916475,0.00441821,10,1023,0,23.9389,0.232616,0.354015,0.707045,0.241922,0.160327,0.718878,0.453463,0.487741
-21.771,0.820372,0.00441821,9,511,0,23.5549,0.329869,0.30005,0.901475,0.27277,0.0358075,0.649703,0.647204,0.323731
-22.4113,0.43694,0.00441821,10,1023,0,25.5517,0.371839,0.84555,0.632198,0.948696,0.0426343,0.338132,0.51646,0.963885
-26.3543,0.370424,0.00441821,10,1023,0,28.8229,0.533465,0.332013,0.78422,0.997989,0.0793879,0.168239,0.306686,0.420213
-23.6086,0.924494,0.00441821,9,1023,0,29.1245,0.393134,0.457882,0.507599,0.980411,0.0169366,0.792326,0.499795,0.773663
-23.1057,0.982528,0.00441821,9,511,0,25.3367,0.486145,0.538761,0.69983,0.922087,0.0238276,0.937719,0.477171,0.553819
-25.4057,0.563821,0.00441821,10,1023,0,29.3249,0.588279,0.946195,0.931459,0.788121,0.791431,0.982182,0.548137,0.810807
-22.4672,0.945197,0.00441821,10,1023,0,26.8949,0.670276,0.112568,0.296381,0.143934,0.189596,0.0370093,0.589552,0.734177
-23.2907,0.99854,0.00441821,9,1023,0,28.1976,0.987269,0.824791,0.118442,0.790072,0.569292,0.722508,0.459882,0.457037
-23.3173,0.999996,0.00441821,9,511,0,25.8231,0.9808,0.841798,0.19618,0.828106,0.494214,0.688267,0.38,0.617869
-22.6835,0.816969,0.00441821,10,1023,0,27.0451,0.920481,0.842085,0.342458,0.413093,0.13799,0.965755,0.528551,0.173024
-26.9717,0.557361,0.00441821,10,1023,0,30.0975,0.95822,0.00785815,0.288899,0.439241,0.938976,0.0773694,0.591484,0.882281
-25.1932,0.761009,0.00441821,10,1023,0,29.8364,0.981295,0.0813587,0.605078,0.506331,0.945221,0.0389709,0.590963,0.506623
-28.3297,0.923685,0.00441821,9,1023,0,31.7456,0.98171,0.00958696,0.978802,0.35829,0.71374,0.0578119,0.480551,0.432595
-23.607,0.984316,0.00441821,10,1023,0,31.8341,0.990929,0.0808011,0.316529,0.687767,0.375707,0.86887,0.631343,0.453469
-23.3953,0.999999,0.00441821,9,511,0,25.3617,0.987187,0.0934538,0.214515,0.767928,0.238222,0.713461,0.674813,0.48739
-22.1387,0.987151,0.00441821,10,1023,0,25.2918,0.032078,0.912555,0.580296,0.24405,0.761239,0.31636,0.449942,0.524356
-19.4423,0.99782,0.00441821,9,511,0,23.8911,0.30081,0.205152,0.774653,0.469314,0.233561,0.402517,0.489045,0.473314
-22.7687,0.997824,0.00441821,9,511,0,23.7754,0.499829,0.124258,0.797515,0.88103,0.0280655,0.141708,0.472642,0.863181
-20.4979,0.695403,0.00441821,10,1023,0,26.2866,0.676702,0.34268,0.10176,0.116307,0.289211,0.605672,0.633854,0.284919
-20.8895,0.364954,0.00441821,8,511,0,24.2986,0.469855,0.76503,0.148257,0.380042,0.625655,0.521754,0.715029,0.0656636
-21.1744,0.631191,0.00441821,9,511,0,24.7559,0.387997,0.883229,0.141364,0.468864,0.834436,0.48834,0.44145,0.713696
-21.6937,0.899697,0.00441821,9,511,0,24.1939,0.609367,0.930975,0.386962,0.0825508,0.481282,0.383103,0.493283,0.25536
-19.0471,0.884923,0.00441821,9,511,0,23.3454,0.498782,0.845367,0.499067,0.333625,0.376626,0.424128,0.454489,0.932421
-21.7433,0.277558,0.00441821,9,511,0,24.6989,0.526112,0.929817,0.339464,0.199806,0.235378,0.498486,0.408575,0.955269
-22.5468,0.309326,0.00441821,8,511,0,26.5463,0.599545,0.888489,0.339698,0.12904,0.15405,0.476332,0.343882,0.954815
-22.9519,0.824213,0.00441821,9,511,0,26.256,0.529768,0.903136,0.345216,0.106374,0.201305,0.394799,0.293231,0.939514
-20.3582,0.924845,0.00441821,9,511,0,24.8649,0.239177,0.788785,0.611274,0.790889,0.520321,0.101465,0.389197,0.516539
-22.1533,0.934649,0.00441821,9,511,0,25.2022,0.286515,0.34718,0.491609,0.233865,0.0797569,0.103175,0.426389,0.979341
-21.3375,0.235146,0.00441821,9,1023,0,27.0319,0.343601,0.363787,0.387721,0.178026,0.0537215,0.188424,0.352765,0.920761
-22.9036,0.360196,0.00441821,9,1023,0,27.0049,0.406073,0.22515,0.540025,0.204642,0.0257632,0.18948,0.405439,0.94103
-20.5203,0.848871,0.00441821,9,1023,0,27.4548,0.396661,0.502463,0.63504,0.643247,0.0618234,0.0475877,0.396894,0.711668
-21.943,0.367379,0.00441821,10,1023,0,24.0394,0.107631,0.200459,0.472435,0.783333,0.0488433,0.0730632,0.377959,0.724022
-22.4429,0.533331,0.00441821,10,1023,0,28.4628,0.224705,0.76069,0.576536,0.885224,0.940891,0.928032,0.649812,0.51353
-21.705,1,0.00441821,9,1023,0,25.1985,0.960227,0.42324,0.36095,0.164982,0.0928497,0.673917,0.622438,0.436941
-26.5836,0.926839,0.00441821,9,511,0,28.1375,0.980333,0.764978,0.846682,0.991588,0.852603,0.910214,0.57141,0.630552
-26.1124,0.905893,0.00441821,10,1023,0,29.3467,0.991817,0.265834,0.320355,0.0210397,0.152028,0.0847764,0.58007,0.334752
-24.656,0.9164,0.00441821,10,1023,0,28.8678,0.948026,0.827999,0.685572,0.979903,0.566547,0.96006,0.581496,0.585674
-21.2987,0.973599,0.00441821,9,1023,0,27.3006,0.923534,0.233147,0.408432,0.24509,0.697009,0.0823696,0.62344,0.342647
-20.5276,0.973562,0.00441821,10,1023,0,23.0053,0.886334,0.13667,0.70214,0.551769,0.187056,0.548255,0.607675,0.755632
-20.996,0.37952,0.00441821,10,1023,0,28.0408,0.691071,0.124105,0.841681,0.169322,0.164079,0.531197,0.570825,0.86359
-21.651,0.724177,0.00441821,9,1023,0,26.0718,0.422184,0.161426,0.92093,0.682688,0.415019,0.643765,0.512119,0.224874
-24.4581,0.616231,0.00441821,10,1023,0,28.173,0.762796,0.709152,0.0938539,0.214306,0.601708,0.0392892,0.646248,0.980687
-20.9087,0.906415,0.00441821,9,511,0,25.349,0.695171,0.699498,0.185538,0.895783,0.195505,0.194802,0.367137,0.886362
-21.6343,0.694045,0.00441821,9,511,0,22.6864,0.591046,0.687334,0.125337,0.89754,0.120999,0.158486,0.405291,0.912397
-21.1367,0.716316,0.00441821,9,511,0,22.7034,0.589572,0.622598,0.0901543,0.938205,0.303121,0.221494,0.373837,0.837146
-20.9371,0.296366,0.00441821,10,1023,0,24.4176,0.497474,0.599763,0.097303,0.951401,0.307109,0.281471,0.382917,0.778378
-20.8891,0.642529,0.00441821,9,1023,0,23.643,0.492572,0.598656,0.0956954,0.947843,0.319189,0.286865,0.374258,0.762234
-21.271,0.635023,0.00441821,9,511,0,22.8094,0.467676,0.668629,0.0865639,0.909232,0.379788,0.106808,0.423587,0.581942
-21.5346,0.629859,0.00441821,9,1023,0,24.847,0.550861,0.202129,0.0537136,0.0450024,0.456771,0.701878,0.590439,0.244098
-25.8188,0.771204,0.00441821,9,511,0,27.9906,0.755135,0.4386,0.0662034,0.0153105,0.138913,0.59503,0.439933,0.0293493
-24.3112,0.999987,0.00441821,9,511,0,30.7763,0.738226,0.382087,0.0530644,0.0137533,0.165344,0.788195,0.717198,0.0717533
-26.0584,0.328267,0.00441821,10,1023,0,31.0972,0.552942,0.00153331,0.115394,0.937019,0.524083,0.308009,0.453556,0.878539
-25.8272,0.18241,0.00441821,10,1023,0,33.7334,0.724605,0.000887859,0.101924,0.80117,0.47523,0.194957,0.443271,0.667083
-24.1696,0.949812,0.00441821,10,1023,0,28.5248,0.276371,0.996715,0.838685,0.103298,0.495264,0.576724,0.683922,0.609928
-24.9965,0.9415,0.00441821,9,1023,0,28.7623,0.96985,0.00987718,0.244631,0.900315,0.556839,0.429946,0.459217,0.422221
-25.3102,0.789976,0.00441821,10,1023,0,28.8889,0.958671,0.0094674,0.161332,0.850854,0.769188,0.332251,0.436676,0.381548
-21.2965,0.990898,0.00441821,10,1023,0,27.0886,0.136156,0.614236,0.702916,0.127447,0.160464,0.6256,0.754257,0.730703
-22.2478,0.904456,0.00441821,9,1023,0,27.1267,0.245817,0.520428,0.883507,0.120657,0.258812,0.76954,0.631838,0.162497
-24.4295,0.416323,0.00441821,9,1023,0,26.4509,0.463523,0.374491,0.988737,0.841279,0.759165,0.448504,0.675012,0.92929
-21.5389,0.809673,0.00441821,9,511,0,25.4405,0.437241,0.428596,0.602622,0.1805,0.157245,0.402884,0.344301,0.200695
-24.5747,0.928947,0.00441821,9,511,0,27.0508,0.596283,0.931556,0.627855,0.901471,0.982939,0.865368,0.549121,0.775365
-26.6228,0.62224,0.00441821,9,1023,0,32.9413,0.26765,0.983676,0.37898,0.849307,0.991976,0.710297,0.611811,0.836037
-24.6545,0.925513,0.00441821,10,1023,0,30.1289,0.936511,0.140128,0.612783,0.367719,0.00965354,0.875578,0.574911,0.79084
-27.4868,0.999992,0.00441821,9,511,0,29.6689,0.986095,0.417551,0.404098,0.14436,0.00315254,0.79777,0.443527,0.850004
-22.8164,0.999997,0.00441821,9,511,0,32.1615,0.962081,0.106238,0.906567,0.653781,0.31931,0.629621,0.730288,0.364612
-24.6185,0.999994,0.00441821,9,511,0,26.5851,0.958635,0.0305718,0.7873,0.732225,0.0358764,0.382912,0.613729,0.646064
-22.3795,1,0.00441821,9,511,0,26.2797,0.864787,0.0136344,0.767163,0.454607,0.328519,0.318734,0.537736,0.296195
-23.5536,0.977185,0.00441821,9,511,0,25.0703,0.801817,0.0108957,0.735237,0.529772,0.575917,0.438655,0.325776,0.320306
-21.9904,0.95992,0.00441821,9,511,0,25.9207,0.902504,0.0980493,0.515471,0.113004,0.406028,0.231856,0.681842,0.815128
-21.6649,0.959768,0.00441821,10,1023,0,29.4471,0.139103,0.905807,0.797779,0.319564,0.750533,0.769788,0.42723,0.389539
-23.2136,0.98576,0.00441821,10,1023,0,26.3035,0.489346,0.180144,0.526851,0.624653,0.230673,0.0469679,0.736521,0.981405
-23.7901,0.468841,0.00441821,9,767,0,28.4484,0.61365,0.161162,0.491111,0.621968,0.254861,0.139535,0.812542,0.98316
-23.1442,0.566231,0.00441821,9,511,0,27.9186,0.550475,0.260947,0.580304,0.1641,0.436381,0.0313914,0.751484,0.951826
-23.7637,0.932769,0.00441821,9,511,0,25.2167,0.478509,0.210271,0.645964,0.228448,0.340954,0.0317701,0.755277,0.973161
-24.3776,0.561114,0.00441821,9,1023,0,30.9448,0.937397,0.968805,0.171609,0.676228,0.0584294,0.381446,0.533596,0.915397
-23.4924,0.623165,0.00441821,10,1023,0,27.4197,0.915122,0.956598,0.836302,0.370578,0.312327,0.641326,0.542752,0.170548
-21.7138,0.81537,0.00441821,9,1023,0,32.3256,0.828656,0.766149,0.822864,0.31952,0.298414,0.592574,0.308438,0.68181
-24.2822,0.781019,0.00441821,10,1023,0,28.8597,0.827886,0.717637,0.554285,0.879338,0.553442,0.992416,0.612325,0.154065
